year,month,source,category,subCategory,amount
2020,May,Budget,Shopping,Furniture,0.00
2020,May,Budget,Shopping,Gifts,646.64
2020,May,Budget,Shopping,Household Articles,0.00
2020,May,Budget,Shopping,Sport and recreation equipment,0.00
2020,May,Budget,Transportation,Fuel,0.00
2020,May,Budget,Transportation,Leasing Costs,0.00
2020,May,Budget,Transportation,Parking Charges,0.00
2020,May,Budget,Transportation,Public Transport,385.61
2020,May,Budget,Transportation,Taxes and Fines,0.00
2020,May,Budget,Utilities & Bills,Broadband,36.78
2020,May,Budget,Utilities & Bills,Energy,112.72
2020,May,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,May,Budget,Utilities & Bills,Misc. Fees,0.00
2020,May,Budget,Utilities & Bills,Telephone & Mobile,23.73
2020,May,Budget,Utilities & Bills,TV & Multimedia,40.34
2020,May,Budget,Vacation & Travel,Vacation & Travel,1186.50
2020,May,Actuals,Groceries,Groceries,560.70
2020,May,Actuals,Housing,Rent and mortgage interest,2613.86
2020,May,Actuals,Recreation,Bars & restaurants,49.63
2020,May,Actuals,Recreation,Lunch - Work,10.44
2020,May,Actuals,Shopping,Gifts,11.87
2020,May,Actuals,Shopping,Household Articles,123.04
2020,May,Actuals,Utilities & Bills,Broadband,35.58
2020,May,Actuals,Utilities & Bills,Energy,66.44
2020,May,Actuals,Utilities & Bills,Telephone & Mobile,54.08
2020,Jun,Budget,Groceries,Groceries,234.86
2020,Jun,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Jun,Budget,Health,Medical Services,0.00
2020,Jun,Budget,Housing,Rent and mortgage interest,2586.98
2020,Jun,Budget,Other expenses,Other expenses,11.74
2020,Jun,Budget,Recreation,Bars & restaurants,352.29
2020,Jun,Budget,Recreation,Going out,0.00
2020,Jun,Budget,Recreation,Personal Care,0.00
2020,Jun,Budget,Recreation,Races,0.00
2020,Jun,Budget,Shopping,Books & literature,0.00
2020,Jun,Budget,Shopping,"Clothing, shoes & accessories",234.86
2020,Jun,Budget,Shopping,Electronics & Appliances,0.00
2020,Jun,Budget,Shopping,Furniture,0.00
2020,Jun,Budget,Shopping,Gifts,639.99
2020,Jun,Budget,Shopping,Household Articles,0.00
2020,Jun,Budget,Shopping,Sport and recreation equipment,0.00
2020,Jun,Budget,Transportation,Fuel,0.00
2020,Jun,Budget,Transportation,Leasing Costs,0.00
2020,Jun,Budget,Transportation,Parking Charges,0.00
2020,Jun,Budget,Transportation,Public Transport,381.65
2020,Jun,Budget,Transportation,Taxes and Fines,0.00
2020,Jun,Budget,Utilities & Bills,Broadband,36.40
2020,Jun,Budget,Utilities & Bills,Energy,111.56
2020,Jun,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Jun,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Jun,Budget,Utilities & Bills,Telephone & Mobile,23.49
2020,Jun,Budget,Utilities & Bills,TV & Multimedia,39.93
2020,Jun,Budget,Vacation & Travel,Vacation & Travel,1174.30
2020,Jun,Actuals,Groceries,Groceries,334.39
2020,Jun,Actuals,Housing,Rent and mortgage interest,2586.98
2020,Jun,Actuals,Recreation,Bars & restaurants,26.37
2020,Jun,Actuals,Utilities & Bills,Broadband,35.22
2020,Jun,Actuals,Utilities & Bills,Energy,65.76
2020,Jun,Actuals,Utilities & Bills,Telephone & Mobile,55.58
2020,Jul,Budget,Groceries,Groceries,238.82
2020,Jul,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Jul,Budget,Health,Medical Services,0.00
2020,Jul,Budget,Housing,Rent and mortgage interest,2630.60
2020,Jul,Budget,Other expenses,Other expenses,11.94
2020,Jul,Budget,Recreation,Bars & restaurants,358.23
2020,Jul,Budget,Recreation,Going out,0.00
2020,Jul,Budget,Recreation,Personal Care,0.00
2020,Jul,Budget,Recreation,Races,0.00
2020,Jul,Budget,Shopping,Books & literature,0.00
2020,Jul,Budget,Shopping,"Clothing, shoes & accessories",238.82
2020,Jul,Budget,Shopping,Electronics & Appliances,0.00
2020,Jul,Budget,Shopping,Furniture,0.00
2020,Jul,Budget,Shopping,Gifts,650.78
2020,Jul,Budget,Shopping,Household Articles,0.00
2020,Jul,Budget,Shopping,Sport and recreation equipment,0.00
2020,Jul,Budget,Transportation,Fuel,0.00
2020,Jul,Budget,Transportation,Leasing Costs,0.00
2020,Jul,Budget,Transportation,Parking Charges,0.00
2020,Jul,Budget,Transportation,Public Transport,388.08
2020,Jul,Budget,Transportation,Taxes and Fines,0.00
2020,Jul,Budget,Utilities & Bills,Broadband,37.02
2020,Jul,Budget,Utilities & Bills,Energy,113.44
2020,Jul,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Jul,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Jul,Budget,Utilities & Bills,Telephone & Mobile,23.88
2020,Jul,Budget,Utilities & Bills,TV & Multimedia,40.60
2020,Jul,Budget,Vacation & Travel,Vacation & Travel,1194.10
2020,Jul,Actuals,Groceries,Groceries,644.13
2020,Jul,Actuals,Housing,Rent and mortgage interest,2630.60
2020,Jul,Actuals,Recreation,Bars & restaurants,52.64
2020,Jul,Actuals,Shopping,"Clothing, shoes & accessories",53.70
2020,Jul,Actuals,Shopping,Electronics & Appliances,298.53
2020,Jul,Actuals,Shopping,Household Articles,15.05
2020,Jul,Actuals,Utilities & Bills,Broadband,35.81
2020,Jul,Actuals,Utilities & Bills,Energy,66.87
2020,Jul,Actuals,Utilities & Bills,Postal Charges,31.81
2020,Jul,Actuals,Utilities & Bills,Telephone & Mobile,53.29
2020,Aug,Budget,Groceries,Groceries,241.58
2020,Aug,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Aug,Budget,Health,Medical Services,0.00
2020,Aug,Budget,Housing,Rent and mortgage interest,2672.12
2020,Aug,Budget,Other expenses,Other expenses,12.08
2020,Aug,Budget,Recreation,Bars & restaurants,362.37
2020,Aug,Budget,Recreation,Going out,0.00
2020,Aug,Budget,Recreation,Personal Care,0.00
2020,Aug,Budget,Recreation,Races,0.00
2020,Aug,Budget,Shopping,Books & literature,0.00
2020,Aug,Budget,Shopping,"Clothing, shoes & accessories",241.58
2020,Aug,Budget,Shopping,Electronics & Appliances,0.00
2020,Aug,Budget,Shopping,Furniture,0.00
2020,Aug,Budget,Shopping,Gifts,658.31
2020,Aug,Budget,Shopping,Household Articles,0.00
2020,Aug,Budget,Shopping,Sport and recreation equipment,0.00
2020,Aug,Budget,Transportation,Fuel,0.00
2020,Aug,Budget,Transportation,Leasing Costs,0.00
2020,Aug,Budget,Transportation,Parking Charges,0.00
2020,Aug,Budget,Transportation,Public Transport,392.57
2020,Aug,Budget,Transportation,Taxes and Fines,0.00
2020,Aug,Budget,Utilities & Bills,Broadband,37.44
2020,Aug,Budget,Utilities & Bills,Energy,114.75
2020,Aug,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Aug,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Aug,Budget,Utilities & Bills,Telephone & Mobile,24.16
2020,Aug,Budget,Utilities & Bills,TV & Multimedia,41.07
2020,Aug,Budget,Vacation & Travel,Vacation & Travel,1207.90
2020,Aug,Actuals,Groceries,Groceries,469.46
2020,Aug,Actuals,Housing,Rent and mortgage interest,3878.81
2020,Aug,Actuals,Recreation,Bars & restaurants,266.32
2020,Aug,Actuals,Recreation,Lunch - Work,12.14
2020,Aug,Actuals,Recreation,Personal Care,182.38
2020,Aug,Actuals,Shopping,"Clothing, shoes & accessories",34.43
2020,Aug,Actuals,Shopping,Electronics & Appliances,30.19
2020,Aug,Actuals,Shopping,Household Articles,279.00
2020,Aug,Actuals,Transportation,Parking Charges,7.25
2020,Aug,Actuals,Transportation,Public Transport,21.02
2020,Aug,Actuals,Transportation,Service & Maintenance,88.16
2020,Aug,Actuals,Transportation,Taxes and Fines,96.63
2020,Aug,Actuals,Utilities & Bills,Broadband,36.22
2020,Aug,Actuals,Utilities & Bills,Energy,67.64
2020,Aug,Actuals,Utilities & Bills,Telephone & Mobile,54.13
2020,Sep,Budget,Groceries,Groceries,237.90
2020,Sep,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Sep,Budget,Health,Medical Services,0.00
2020,Sep,Budget,Housing,Rent and mortgage interest,2631.41
2020,Sep,Budget,Other expenses,Other expenses,11.90
2020,Sep,Budget,Recreation,Bars & restaurants,356.85
2020,Sep,Budget,Recreation,Going out,0.00
2020,Sep,Budget,Recreation,Personal Care,0.00
2020,Sep,Budget,Recreation,Races,0.00
2020,Sep,Budget,Shopping,Books & literature,0.00
2020,Sep,Budget,Shopping,"Clothing, shoes & accessories",237.90
2020,Sep,Budget,Shopping,Electronics & Appliances,0.00
2020,Sep,Budget,Shopping,Furniture,0.00
2020,Sep,Budget,Shopping,Gifts,648.28
2020,Sep,Budget,Shopping,Household Articles,0.00
2020,Sep,Budget,Shopping,Sport and recreation equipment,0.00
2020,Sep,Budget,Transportation,Fuel,0.00
2020,Sep,Budget,Transportation,Leasing Costs,0.00
2020,Sep,Budget,Transportation,Parking Charges,0.00
2020,Sep,Budget,Transportation,Public Transport,386.59
2020,Sep,Budget,Transportation,Taxes and Fines,0.00
2020,Sep,Budget,Utilities & Bills,Broadband,36.87
2020,Sep,Budget,Utilities & Bills,Energy,113.00
2020,Sep,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Sep,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Sep,Budget,Utilities & Bills,Telephone & Mobile,23.79
2020,Sep,Budget,Utilities & Bills,TV & Multimedia,40.44
2020,Sep,Budget,Vacation & Travel,Vacation & Travel,1189.50
2020,Sep,Actuals,Groceries,Groceries,569.77
2020,Sep,Actuals,Housing,Rent and mortgage interest,2278.13
2020,Sep,Actuals,Recreation,Bars & restaurants,517.33
2020,Sep,Actuals,Recreation,Lunch - Work,23.55
2020,Sep,Actuals,Shopping,"Clothing, shoes & accessories",52.29
2020,Sep,Actuals,Shopping,Household Articles,-475.80
2020,Sep,Actuals,Shopping,Sport and recreation equipment,35.67
2020,Sep,Actuals,Transportation,Parking Charges,19.51
2020,Sep,Actuals,Transportation,Public Transport,37.23
2020,Sep,Actuals,Utilities & Bills,Broadband,35.67
2020,Sep,Actuals,Utilities & Bills,Energy,66.61
2020,Sep,Actuals,Utilities & Bills,Postal Charges,21.29
2020,Sep,Actuals,Utilities & Bills,Telephone & Mobile,54.24
2020,Sep,Actuals,Vacation & Travel,Accomodation,485.54
2020,Oct,Budget,Groceries,Groceries,237.26
2020,Oct,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Oct,Budget,Health,Medical Services,0.00
2020,Oct,Budget,Housing,Rent and mortgage interest,-1492.61
2020,Oct,Budget,Other expenses,Other expenses,11.86
2020,Oct,Budget,Recreation,Bars & restaurants,355.89
2020,Oct,Budget,Recreation,Going out,0.00
2020,Oct,Budget,Recreation,Personal Care,0.00
2020,Oct,Budget,Recreation,Races,0.00
2020,Oct,Budget,Shopping,Books & literature,0.00
2020,Oct,Budget,Shopping,"Clothing, shoes & accessories",237.26
2020,Oct,Budget,Shopping,Electronics & Appliances,0.00
2020,Oct,Budget,Shopping,Furniture,0.00
2020,Oct,Budget,Shopping,Gifts,646.53
2020,Oct,Budget,Shopping,Household Articles,0.00
2020,Oct,Budget,Shopping,Sport and recreation equipment,0.00
2020,Oct,Budget,Transportation,Fuel,0.00
2020,Oct,Budget,Transportation,Leasing Costs,0.00
2020,Oct,Budget,Transportation,Parking Charges,0.00
2020,Oct,Budget,Transportation,Public Transport,385.55
2020,Oct,Budget,Transportation,Taxes and Fines,0.00
2020,Oct,Budget,Utilities & Bills,Broadband,36.78
2020,Oct,Budget,Utilities & Bills,Energy,112.70
2020,Oct,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Oct,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Oct,Budget,Utilities & Bills,Telephone & Mobile,23.73
2020,Oct,Budget,Utilities & Bills,TV & Multimedia,40.33
2020,Oct,Budget,Vacation & Travel,Vacation & Travel,1186.30
2020,Oct,Actuals,Groceries,Groceries,512.45
2020,Oct,Actuals,Housing,Rent and mortgage interest,-2269.88
2020,Oct,Actuals,Recreation,Bars & restaurants,235.84
2020,Oct,Actuals,Shopping,"Clothing, shoes & accessories",42.66
2020,Oct,Actuals,Shopping,Household Articles,23.70
2020,Oct,Actuals,Transportation,Fuel,23.73
2020,Oct,Actuals,Transportation,Leasing Costs,0.00
2020,Oct,Actuals,Transportation,Parking Charges,0.83
2020,Oct,Actuals,Utilities & Bills,Broadband,35.58
2020,Oct,Actuals,Utilities & Bills,Energy,100.35
2020,Oct,Actuals,Utilities & Bills,Maintenance and repairs,723.87
2020,Oct,Actuals,Utilities & Bills,Telephone & Mobile,52.73
2020,Nov,Budget,Groceries,Groceries,242.18
2020,Nov,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Nov,Budget,Health,Medical Services,0.00
2020,Nov,Budget,Housing,Rent and mortgage interest,2551.37
2020,Nov,Budget,Other expenses,Other expenses,12.11
2020,Nov,Budget,Recreation,Bars & restaurants,363.27
2020,Nov,Budget,Recreation,Going out,0.00
2020,Nov,Budget,Recreation,Personal Care,0.00
2020,Nov,Budget,Recreation,Races,0.00
2020,Nov,Budget,Shopping,Books & literature,0.00
2020,Nov,Budget,Shopping,"Clothing, shoes & accessories",242.18
2020,Nov,Budget,Shopping,Electronics & Appliances,0.00
2020,Nov,Budget,Shopping,Furniture,0.00
2020,Nov,Budget,Shopping,Gifts,659.94
2020,Nov,Budget,Shopping,Household Articles,0.00
2020,Nov,Budget,Shopping,Sport and recreation equipment,0.00
2020,Nov,Budget,Transportation,Fuel,0.00
2020,Nov,Budget,Transportation,Leasing Costs,0.00
2020,Nov,Budget,Transportation,Parking Charges,0.00
2020,Nov,Budget,Transportation,Public Transport,393.54
2020,Nov,Budget,Transportation,Taxes and Fines,0.00
2020,Nov,Budget,Utilities & Bills,Broadband,37.54
2020,Nov,Budget,Utilities & Bills,Energy,115.04
2020,Nov,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Nov,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Nov,Budget,Utilities & Bills,Telephone & Mobile,24.22
2020,Nov,Budget,Utilities & Bills,TV & Multimedia,41.17
2020,Nov,Budget,Vacation & Travel,Vacation & Travel,1210.90
2020,Nov,Actuals,Groceries,Groceries,734.67
2020,Nov,Actuals,Housing,Rent and mortgage interest,2723.56
2020,Nov,Actuals,Recreation,Bars & restaurants,145.49
2020,Nov,Actuals,Shopping,"Clothing, shoes & accessories",36.29
2020,Nov,Actuals,Shopping,Electronics & Appliances,278.49
2020,Nov,Actuals,Shopping,Furniture,-726.54
2020,Nov,Actuals,Shopping,Household Articles,1911.81
2020,Nov,Actuals,Transportation,Parking Charges,0.73
2020,Nov,Actuals,Utilities & Bills,Broadband,3.02
2020,Nov,Actuals,Utilities & Bills,Energy,170.36
2020,Nov,Actuals,Utilities & Bills,Maintenance and repairs,96.76
2020,Nov,Actuals,Utilities & Bills,Telephone & Mobile,54.12
2020,Dec,Budget,Groceries,Groceries,242.04
2020,Dec,Budget,Health,Drugs and pharmaceuticals,0.00
2020,Dec,Budget,Health,Medical Services,0.00
2020,Dec,Budget,Housing,Rent and mortgage interest,3537.29
2020,Dec,Budget,Other expenses,Other expenses,12.10
2020,Dec,Budget,Recreation,Bars & restaurants,363.06
2020,Dec,Budget,Recreation,Going out,0.00
2020,Dec,Budget,Recreation,Personal Care,0.00
2020,Dec,Budget,Recreation,Races,0.00
2020,Dec,Budget,Shopping,Books & literature,0.00
2020,Dec,Budget,Shopping,"Clothing, shoes & accessories",242.04
2020,Dec,Budget,Shopping,Electronics & Appliances,0.00
2020,Dec,Budget,Shopping,Furniture,0.00
2020,Dec,Budget,Shopping,Gifts,659.56
2020,Dec,Budget,Shopping,Household Articles,0.00
2020,Dec,Budget,Shopping,Sport and recreation equipment,0.00
2020,Dec,Budget,Transportation,Fuel,0.00
2020,Dec,Budget,Transportation,Leasing Costs,0.00
2020,Dec,Budget,Transportation,Parking Charges,0.00
2020,Dec,Budget,Transportation,Public Transport,393.32
2020,Dec,Budget,Transportation,Taxes and Fines,0.00
2020,Dec,Budget,Utilities & Bills,Broadband,37.52
2020,Dec,Budget,Utilities & Bills,Energy,114.97
2020,Dec,Budget,Utilities & Bills,Maintenance and repairs,0.00
2020,Dec,Budget,Utilities & Bills,Misc. Fees,0.00
2020,Dec,Budget,Utilities & Bills,Telephone & Mobile,24.20
2020,Dec,Budget,Utilities & Bills,TV & Multimedia,41.15
2020,Dec,Budget,Vacation & Travel,Vacation & Travel,1210.20
2020,Dec,Actuals,Groceries,Groceries,753.00
2020,Dec,Actuals,Housing,Rent and mortgage interest,3537.29
2020,Dec,Actuals,Recreation,Bars & restaurants,147.43
2020,Dec,Actuals,Shopping,"Clothing, shoes & accessories",131.00
2020,Dec,Actuals,Shopping,Gifts,566.36
2020,Dec,Actuals,Shopping,Household Articles,73.46
2020,Dec,Actuals,Transportation,Leasing Costs,47.03
2020,Dec,Actuals,Utilities & Bills,Broadband,3.01
2020,Dec,Actuals,Utilities & Bills,Energy,118.60
2020,Dec,Actuals,Utilities & Bills,Maintenance and repairs,132.57
2020,Dec,Actuals,Utilities & Bills,Postal Charges,16.88
2020,Dec,Actuals,Utilities & Bills,Telephone & Mobile,53.79
2021,Jan,Budget,Groceries,Groceries,243.92
2021,Jan,Budget,Health,Drugs and pharmaceuticals,0.00
2021,Jan,Budget,Health,Health Insurance,0.00
2021,Jan,Budget,Health,Medical Services,0.00
2021,Jan,Budget,Housing,Rent and mortgage interest,3800.69
2021,Jan,Budget,Other expenses,Other expenses,12.20
2021,Jan,Budget,Recreation,Bars & restaurants,365.88
2021,Jan,Budget,Recreation,Fitness centre,1036.66
2021,Jan,Budget,Recreation,Going out,0.00
2021,Jan,Budget,Recreation,Personal Care,0.00
2021,Jan,Budget,Recreation,Races,0.00
2021,Jan,Budget,Shopping,Books & literature,0.00
2021,Jan,Budget,Shopping,"Clothing, shoes & accessories",243.92
2021,Jan,Budget,Shopping,Electronics & Appliances,0.00
2021,Jan,Budget,Shopping,Furniture,0.00
2021,Jan,Budget,Shopping,Gifts,664.68
2021,Jan,Budget,Shopping,Household Articles,0.00
2021,Jan,Budget,Shopping,Sport and recreation equipment,0.00
2021,Jan,Budget,Transportation,Car Insurance,0.00
2021,Jan,Budget,Transportation,Fuel,0.00
2021,Jan,Budget,Transportation,Leasing Costs,0.00
2021,Jan,Budget,Transportation,Parking Charges,0.00
2021,Jan,Budget,Transportation,Public Transport,396.37
2021,Jan,Budget,Transportation,Service & Maintenance,0.00
2021,Jan,Budget,Transportation,Taxes and Fines,0.00
2021,Jan,Budget,Transportation,Vehicle purchase costs,0.00
2021,Jan,Budget,Utilities & Bills,Broadband,41.45
2021,Jan,Budget,Utilities & Bills,Energy,115.86
2021,Jan,Budget,Utilities & Bills,Maintenance and repairs,0.00
2021,Jan,Budget,Utilities & Bills,Misc. Fees,0.00
2021,Jan,Budget,Utilities & Bills,Telephone & Mobile,24.39
2021,Jan,Budget,Utilities & Bills,TV & Multimedia,41.47
2021,Jan,Budget,Vacation & Travel,Vacation & Travel,1219.60
2021,Jan,Actuals,Groceries,Groceries,416.32
2021,Jan,Actuals,Housing,Rent and mortgage interest,3564.82
2021,Jan,Actuals,Recreation,Bars & restaurants,64.82
2021,Jan,Actuals,Shopping,"Clothing, shoes & accessories",23.64
2021,Jan,Actuals,Shopping,Electronics & Appliances,-191.03
2021,Jan,Actuals,Shopping,Gifts,54.03
2021,Jan,Actuals,Shopping,Household Articles,530.33
2021,Jan,Actuals,Transportation,Parking Charges,0.62
2021,Jan,Actuals,Utilities & Bills,Broadband,3.04
2021,Jan,Actuals,Utilities & Bills,Energy,214.36
2021,Jan,Actuals,Utilities & Bills,Maintenance and repairs,39.03
2021,Jan,Actuals,Utilities & Bills,Misc. Fees,-0.45
2021,Jan,Actuals,Utilities & Bills,Postal Charges,44.93
2021,Jan,Actuals,Utilities & Bills,Telephone & Mobile,37.04
2021,Feb,Budget,Groceries,Groceries,253.06
2021,Feb,Budget,Health,Drugs and pharmaceuticals,0.00
2021,Feb,Budget,Health,Medical Services,0.00
2021,Feb,Budget,Housing,Rent and mortgage interest,3698.40
2021,Feb,Budget,Other expenses,Other expenses,12.65
2021,Feb,Budget,Recreation,Bars & restaurants,379.59
2021,Feb,Budget,Recreation,Going out,0.00
2021,Feb,Budget,Recreation,Personal Care,0.00
2021,Feb,Budget,Recreation,Races,0.00
2021,Feb,Budget,Shopping,Books & literature,0.00
2021,Feb,Budget,Shopping,"Clothing, shoes & accessories",253.06
2021,Feb,Budget,Shopping,Electronics & Appliances,0.00
2021,Feb,Budget,Shopping,Furniture,0.00
2021,Feb,Budget,Shopping,Gifts,689.59
2021,Feb,Budget,Shopping,Household Articles,0.00
2021,Feb,Budget,Shopping,Sport and recreation equipment,0.00
2021,Feb,Budget,Transportation,Fuel,0.00
2021,Feb,Budget,Transportation,Leasing Costs,0.00
2021,Feb,Budget,Transportation,Parking Charges,0.00
2021,Feb,Budget,Transportation,Public Transport,411.22
2021,Feb,Budget,Transportation,Taxes and Fines,0.00
2021,Feb,Budget,Utilities & Bills,Broadband,43.01
2021,Feb,Budget,Utilities & Bills,Energy,120.20
2021,Feb,Budget,Utilities & Bills,Maintenance and repairs,0.00
2021,Feb,Budget,Utilities & Bills,Misc. Fees,0.00
2021,Feb,Budget,Utilities & Bills,Telephone & Mobile,25.31
2021,Feb,Budget,Utilities & Bills,TV & Multimedia,43.02
2021,Feb,Budget,Vacation & Travel,Vacation & Travel,1265.30
2021,Feb,Actuals,Groceries,Groceries,466.01
2021,Feb,Actuals,Housing,Rent and mortgage interest,3698.40
2021,Feb,Actuals,Recreation,Bars & restaurants,412.73
2021,Feb,Actuals,Shopping,Electronics & Appliances,4.64
2021,Feb,Actuals,Utilities & Bills,Broadband,3.15
2021,Feb,Actuals,Utilities & Bills,Energy,124.00
2021,Feb,Actuals,Utilities & Bills,Maintenance and repairs,12.63
2021,Feb,Actuals,Utilities & Bills,Postal Charges,45.30
2021,Feb,Actuals,Utilities & Bills,Telephone & Mobile,36.68
2021,Mar,Budget,Groceries,Groceries,259.98
2021,Mar,Budget,Health,Drugs and pharmaceuticals,0.00
2021,Mar,Budget,Health,Medical Services,0.00
2021,Mar,Budget,Housing,Rent and mortgage interest,3799.53
2021,Mar,Budget,Other expenses,Other expenses,13.00
2021,Mar,Budget,Recreation,Bars & restaurants,389.97
2021,Mar,Budget,Recreation,Going out,0.00
2021,Mar,Budget,Recreation,Personal Care,0.00
2021,Mar,Budget,Recreation,Races,0.00
2021,Mar,Budget,Shopping,Books & literature,0.00
2021,Mar,Budget,Shopping,"Clothing, shoes & accessories",259.98
2021,Mar,Budget,Shopping,Electronics & Appliances,0.00
2021,Mar,Budget,Shopping,Furniture,0.00
2021,Mar,Budget,Shopping,Gifts,708.45
2021,Mar,Budget,Shopping,Household Articles,0.00
2021,Mar,Budget,Shopping,Sport and recreation equipment,0.00
2021,Mar,Budget,Transportation,Fuel,0.00
2021,Mar,Budget,Transportation,Leasing Costs,0.00
2021,Mar,Budget,Transportation,Parking Charges,0.00
2021,Mar,Budget,Transportation,Public Transport,422.47
2021,Mar,Budget,Transportation,Taxes and Fines,0.00
2021,Mar,Budget,Utilities & Bills,Broadband,44.18
2021,Mar,Budget,Utilities & Bills,Energy,123.49
2021,Mar,Budget,Utilities & Bills,Maintenance and repairs,0.00
2021,Mar,Budget,Utilities & Bills,Misc. Fees,0.00
2021,Mar,Budget,Utilities & Bills,Telephone & Mobile,26.00
2021,Mar,Budget,Utilities & Bills,TV & Multimedia,44.20
2021,Mar,Budget,Vacation & Travel,Vacation & Travel,1299.90
2021,Mar,Actuals,Groceries,Groceries,517.54
2021,Mar,Actuals,Housing,Rent and mortgage interest,3799.53
2021,Mar,Actuals,Recreation,Bars & restaurants,141.08
2021,Mar,Actuals,Shopping,"Clothing, shoes & accessories",79.28
2021,Mar,Actuals,Utilities & Bills,Broadband,3.24
2021,Mar,Actuals,Utilities & Bills,Energy,127.39
2021,Mar,Actuals,Utilities & Bills,Maintenance and repairs,38.48
2021,Mar,Actuals,Utilities & Bills,Postal Charges,2.38
2021,Mar,Actuals,Utilities & Bills,Telephone & Mobile,29.88
2021,Apr,Budget,Groceries,Groceries,252.32
2021,Apr,Budget,Health,Drugs and pharmaceuticals,0.00
2021,Apr,Budget,Health,Medical Services,0.00
2021,Apr,Budget,Housing,Rent and mortgage interest,3602.18
2021,Apr,Budget,Other expenses,Other expenses,12.62
2021,Apr,Budget,Recreation,Bars & restaurants,378.48
2021,Apr,Budget,Recreation,Going out,0.00
2021,Apr,Budget,Recreation,Personal Care,0.00
2021,Apr,Budget,Recreation,Races,0.00
2021,Apr,Budget,Shopping,Books & literature,0.00
2021,Apr,Budget,Shopping,"Clothing, shoes & accessories",252.32
2021,Apr,Budget,Shopping,Electronics & Appliances,0.00
2021,Apr,Budget,Shopping,Furniture,0.00
2021,Apr,Budget,Shopping,Gifts,687.57
2021,Apr,Budget,Shopping,Household Articles,0.00
2021,Apr,Budget,Shopping,Sport and recreation equipment,0.00
2021,Apr,Budget,Transportation,Fuel,0.00
2021,Apr,Budget,Transportation,Leasing Costs,0.00
2021,Apr,Budget,Transportation,Parking Charges,0.00
2021,Apr,Budget,Transportation,Public Transport,410.02
2021,Apr,Budget,Transportation,Taxes and Fines,0.00
2021,Apr,Budget,Utilities & Bills,Broadband,42.88
2021,Apr,Budget,Utilities & Bills,Energy,119.85
2021,Apr,Budget,Utilities & Bills,Maintenance and repairs,0.00
2021,Apr,Budget,Utilities & Bills,Misc. Fees,0.00
2021,Apr,Budget,Utilities & Bills,Telephone & Mobile,25.23
2021,Apr,Budget,Utilities & Bills,TV & Multimedia,42.89
2021,Apr,Budget,Vacation & Travel,Vacation & Travel,1261.60
2021,Apr,Actuals,Groceries,Groceries,471.25
2021,Apr,Actuals,Housing,Rent and mortgage interest,3602.18
2021,Apr,Actuals,Recreation,Bars & restaurants,206.83
2021,Apr,Actuals,Shopping,"Clothing, shoes & accessories",-71.91
2021,Apr,Actuals,Shopping,Electronics & Appliances,-1095.89
2021,Apr,Actuals,Utilities & Bills,Broadband,3.14
2021,Apr,Actuals,Utilities & Bills,Energy,123.64
2021,Apr,Actuals,Utilities & Bills,Maintenance and repairs,122.51
2021,Apr,Actuals,Utilities & Bills,Postal Charges,31.49
2021,Apr,Actuals,Utilities & Bills,Telephone & Mobile,19.29
2021,May,Budget,Groceries,Groceries,255.54
2021,May,Budget,Health,Drugs and pharmaceuticals,0.00
2021,May,Budget,Health,Medical Services,0.00
2021,May,Budget,Housing,Rent and mortgage interest,3654.15
2021,May,Budget,Other expenses,Other expenses,12.78
2021,May,Budget,Recreation,Bars & restaurants,383.31
2021,May,Budget,Recreation,Going out,0.00
2021,May,Budget,Recreation,Personal Care,0.00
2021,May,Budget,Recreation,Races,0.00
2021,May,Budget,Shopping,Books & literature,0.00
2021,May,Budget,Shopping,"Clothing, shoes & accessories",255.54
2021,May,Budget,Shopping,Electronics & Appliances,0.00
2021,May,Budget,Shopping,Furniture,0.00
2021,May,Budget,Shopping,Gifts,696.35
2021,May,Budget,Shopping,Household Articles,0.00
2021,May,Budget,Shopping,Sport and recreation equipment,0.00
2021,May,Budget,Transportation,Fuel,0.00
2021,May,Budget,Transportation,Leasing Costs,0.00
2021,May,Budget,Transportation,Parking Charges,0.00
2021,May,Budget,Transportation,Public Transport,415.25
2021,May,Budget,Transportation,Taxes and Fines,0.00
2021,May,Budget,Utilities & Bills,Broadband,43.43
2021,May,Budget,Utilities & Bills,Energy,121.38
2021,May,Budget,Utilities & Bills,Maintenance and repairs,0.00
