year,month,source,category,subCategory,amount
2022,Jun,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Jun,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Jun,Budget,Utilities & Bills,Moving,50.00
2022,Jun,Budget,Utilities & Bills,Postal Charges,5.00
2022,Jun,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Jun,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Jun,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Jun,Actuals,Groceries,Groceries,524.32
2022,Jun,Actuals,Health,Drugs and pharmaceuticals,2.70
2022,Jun,Actuals,Health,Health Insurance,908.65
2022,Jun,Actuals,Housing,Rent and mortgage interest,2136.00
2022,Jun,Actuals,Recreation,Bars & restaurants,15.74
2022,Jun,Actuals,Recreation,Lunch - Work,40.90
2022,Jun,Actuals,Shopping,Books & literature,9.90
2022,Jun,Actuals,Shopping,Gifts,10.00
2022,Jun,Actuals,Transportation,Public Transport,302.34
2022,Jun,Actuals,Utilities & Bills,Broadband,49.00
2022,Jun,Actuals,Utilities & Bills,Moving,-157.01
2022,Jun,Actuals,Utilities & Bills,Telephone & Mobile,21.51
2022,Jun,Actuals,Utilities & Bills,TV & Multimedia,12.78
2022,Jun,Actuals,Vacation & Travel,Accomodation,164.39
2022,Jun,Actuals,Vacation & Travel,Eat & Drink,886.88
2022,Jun,Actuals,Vacation & Travel,Local transport,897.64
2022,Jul,Budget,Groceries,Groceries,550.00
2022,Jul,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Jul,Budget,Health,Medical Services,60.00
2022,Jul,Budget,Housing,Rent and mortgage interest,2136.00
2022,Jul,Budget,Other expenses,Other expenses,10.00
2022,Jul,Budget,Recreation,Bars & restaurants,255.00
2022,Jul,Budget,Recreation,Going out,10.00
2022,Jul,Budget,Recreation,Personal Care,10.00
2022,Jul,Budget,Recreation,Races,45.00
2022,Jul,Budget,Shopping,Books & literature,10.00
2022,Jul,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Jul,Budget,Shopping,Electronics & Appliances,50.00
2022,Jul,Budget,Shopping,Furniture,50.00
2022,Jul,Budget,Shopping,Gifts,150.00
2022,Jul,Budget,Shopping,Household Articles,25.00
2022,Jul,Budget,Shopping,Sport and recreation equipment,25.00
2022,Jul,Budget,Transportation,Fuel,40.00
2022,Jul,Budget,Transportation,Leasing Costs,0.00
2022,Jul,Budget,Transportation,Parking Charges,0.00
2022,Jul,Budget,Transportation,Public Transport,325.00
2022,Jul,Budget,Transportation,Taxes and Fines,0.00
2022,Jul,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Jul,Budget,Utilities & Bills,Broadband,82.89
2022,Jul,Budget,Utilities & Bills,Energy,95.00
2022,Jul,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Jul,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Jul,Budget,Utilities & Bills,Moving,50.00
2022,Jul,Budget,Utilities & Bills,Postal Charges,5.00
2022,Jul,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Jul,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Jul,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Jul,Actuals,Groceries,Groceries,484.92
2022,Jul,Actuals,Health,Health Insurance,217.45
2022,Jul,Actuals,Housing,Rent and mortgage interest,2136.00
2022,Jul,Actuals,Other expenses,Cash Withdrawls,246.78
2022,Jul,Actuals,Recreation,Bars & restaurants,453.96
2022,Jul,Actuals,Recreation,Lunch - Work,99.97
2022,Jul,Actuals,Shopping,"Clothing, shoes & accessories",178.26
2022,Jul,Actuals,Shopping,Gifts,30.00
2022,Jul,Actuals,Shopping,Household Articles,182.89
2022,Jul,Actuals,Transportation,Parking Charges,20.55
2022,Jul,Actuals,Transportation,Public Transport,975.68
2022,Jul,Actuals,Transportation,Vehicle purchase costs,3537.46
2022,Jul,Actuals,Utilities & Bills,Banking services & charges,2.00
2022,Jul,Actuals,Utilities & Bills,Broadband,89.87
2022,Jul,Actuals,Utilities & Bills,Misc. Fees,18.00
2022,Jul,Actuals,Utilities & Bills,Moving,464.73
2022,Jul,Actuals,Utilities & Bills,Telephone & Mobile,16.78
2022,Jul,Actuals,Utilities & Bills,TV & Multimedia,24.28
2022,Aug,Budget,Groceries,Groceries,550.00
2022,Aug,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Aug,Budget,Health,Medical Services,60.00
2022,Aug,Budget,Housing,Rent and mortgage interest,2136.00
2022,Aug,Budget,Other expenses,Other expenses,10.00
2022,Aug,Budget,Recreation,Bars & restaurants,255.00
2022,Aug,Budget,Recreation,Going out,10.00
2022,Aug,Budget,Recreation,Personal Care,10.00
2022,Aug,Budget,Recreation,Races,45.00
2022,Aug,Budget,Shopping,Books & literature,10.00
2022,Aug,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Aug,Budget,Shopping,Electronics & Appliances,50.00
2022,Aug,Budget,Shopping,Furniture,50.00
2022,Aug,Budget,Shopping,Gifts,150.00
2022,Aug,Budget,Shopping,Household Articles,25.00
2022,Aug,Budget,Shopping,Sport and recreation equipment,25.00
2022,Aug,Budget,Transportation,Fuel,40.00
2022,Aug,Budget,Transportation,Leasing Costs,0.00
2022,Aug,Budget,Transportation,Parking Charges,0.00
2022,Aug,Budget,Transportation,Public Transport,325.00
2022,Aug,Budget,Transportation,Taxes and Fines,0.00
2022,Aug,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Aug,Budget,Utilities & Bills,Broadband,82.89
2022,Aug,Budget,Utilities & Bills,Energy,95.00
2022,Aug,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Aug,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Aug,Budget,Utilities & Bills,Moving,50.00
2022,Aug,Budget,Utilities & Bills,Postal Charges,5.00
2022,Aug,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Aug,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Aug,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Aug,Actuals,Groceries,Groceries,438.04
2022,Aug,Actuals,Health,Medical Services,121.23
2022,Aug,Actuals,Housing,Rent and mortgage interest,2136.00
2022,Aug,Actuals,Recreation,Bars & restaurants,440.17
2022,Aug,Actuals,Recreation,Lunch - Work,21.00
2022,Aug,Actuals,Shopping,"Clothing, shoes & accessories",297.40
2022,Aug,Actuals,Shopping,Gifts,28.35
2022,Aug,Actuals,Shopping,Sport and recreation equipment,287.00
2022,Aug,Actuals,Transportation,Parking Charges,6.49
2022,Aug,Actuals,Transportation,Public Transport,298.10
2022,Aug,Actuals,Transportation,Taxes and Fines,74.25
2022,Aug,Actuals,Utilities & Bills,Banking services & charges,0.30
2022,Aug,Actuals,Utilities & Bills,Broadband,89.29
2022,Aug,Actuals,Utilities & Bills,Energy,83.00
2022,Aug,Actuals,Utilities & Bills,Moving,2958.23
2022,Aug,Actuals,Utilities & Bills,Postal Charges,1.80
2022,Aug,Actuals,Utilities & Bills,Telephone & Mobile,16.47
2022,Aug,Actuals,Utilities & Bills,TV & Multimedia,23.83
2022,Aug,Actuals,Vacation & Travel,Flights & Rail,1548.53
2022,Aug,Actuals,Vacation & Travel,Local transport,119.70
2022,Sep,Budget,Groceries,Groceries,550.00
2022,Sep,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Sep,Budget,Health,Medical Services,60.00
2022,Sep,Budget,Housing,Rent and mortgage interest,2680.00
2022,Sep,Budget,Other expenses,Other expenses,10.00
2022,Sep,Budget,Recreation,Bars & restaurants,255.00
2022,Sep,Budget,Recreation,Going out,10.00
2022,Sep,Budget,Recreation,Personal Care,10.00
2022,Sep,Budget,Recreation,Races,45.00
2022,Sep,Budget,Shopping,Books & literature,10.00
2022,Sep,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Sep,Budget,Shopping,Electronics & Appliances,50.00
2022,Sep,Budget,Shopping,Furniture,50.00
2022,Sep,Budget,Shopping,Gifts,150.00
2022,Sep,Budget,Shopping,Household Articles,25.00
2022,Sep,Budget,Shopping,Sport and recreation equipment,25.00
2022,Sep,Budget,Transportation,Fuel,40.00
2022,Sep,Budget,Transportation,Leasing Costs,0.00
2022,Sep,Budget,Transportation,Parking Charges,0.00
2022,Sep,Budget,Transportation,Public Transport,325.00
2022,Sep,Budget,Transportation,Taxes and Fines,0.00
2022,Sep,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Sep,Budget,Utilities & Bills,Broadband,82.89
2022,Sep,Budget,Utilities & Bills,Energy,95.00
2022,Sep,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Sep,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Sep,Budget,Utilities & Bills,Moving,50.00
2022,Sep,Budget,Utilities & Bills,Postal Charges,5.00
2022,Sep,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Sep,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Sep,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Sep,Actuals,Groceries,Groceries,470.68
2022,Sep,Actuals,Health,Health Insurance,652.35
2022,Sep,Actuals,Housing,Rent and mortgage interest,2136.00
2022,Sep,Actuals,Other expenses,Cash Withdrawls,101.75
2022,Sep,Actuals,Recreation,Bars & restaurants,357.18
2022,Sep,Actuals,Recreation,Lunch - Work,42.40
2022,Sep,Actuals,Shopping,"Clothing, shoes & accessories",42.17
2022,Sep,Actuals,Shopping,Gifts,34.74
2022,Sep,Actuals,Transportation,Parking Charges,8.16
2022,Sep,Actuals,Transportation,Public Transport,213.88
2022,Sep,Actuals,Transportation,Taxes and Fines,29.15
2022,Sep,Actuals,Transportation,Vehicle purchase costs,50.00
2022,Sep,Actuals,Utilities & Bills,Banking services & charges,0.60
2022,Sep,Actuals,Utilities & Bills,Broadband,88.36
2022,Sep,Actuals,Utilities & Bills,Moving,3055.84
2022,Sep,Actuals,Utilities & Bills,Telephone & Mobile,14.87
2022,Sep,Actuals,Utilities & Bills,TV & Multimedia,23.11
2022,Sep,Actuals,Vacation & Travel,Flights & Rail,477.31
2022,Sep,Actuals,Vacation & Travel,Local transport,79.07
2022,Oct,Budget,Groceries,Groceries,550.00
2022,Oct,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Oct,Budget,Health,Medical Services,60.00
2022,Oct,Budget,Housing,Rent and mortgage interest,2680.00
2022,Oct,Budget,Other expenses,Other expenses,10.00
2022,Oct,Budget,Recreation,Bars & restaurants,255.00
2022,Oct,Budget,Recreation,Going out,10.00
2022,Oct,Budget,Recreation,Personal Care,10.00
2022,Oct,Budget,Recreation,Races,45.00
2022,Oct,Budget,Shopping,Books & literature,10.00
2022,Oct,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Oct,Budget,Shopping,Electronics & Appliances,50.00
2022,Oct,Budget,Shopping,Furniture,50.00
2022,Oct,Budget,Shopping,Gifts,150.00
2022,Oct,Budget,Shopping,Household Articles,25.00
2022,Oct,Budget,Shopping,Sport and recreation equipment,25.00
2022,Oct,Budget,Transportation,Fuel,40.00
2022,Oct,Budget,Transportation,Leasing Costs,0.00
2022,Oct,Budget,Transportation,Parking Charges,0.00
2022,Oct,Budget,Transportation,Public Transport,325.00
2022,Oct,Budget,Transportation,Taxes and Fines,0.00
2022,Oct,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Oct,Budget,Utilities & Bills,Broadband,82.89
2022,Oct,Budget,Utilities & Bills,Energy,95.00
2022,Oct,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Oct,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Oct,Budget,Utilities & Bills,Moving,50.00
2022,Oct,Budget,Utilities & Bills,Postal Charges,5.00
2022,Oct,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Oct,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Oct,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Oct,Actuals,Groceries,Groceries,551.25
2022,Oct,Actuals,Health,Health Insurance,1553.25
2022,Oct,Actuals,Housing,Rent and mortgage interest,7296.00
2022,Oct,Actuals,Recreation,Bars & restaurants,163.49
2022,Oct,Actuals,Recreation,Lunch - Work,85.70
2022,Oct,Actuals,Recreation,Races,240.88
2022,Oct,Actuals,Shopping,"Clothing, shoes & accessories",21.25
2022,Oct,Actuals,Shopping,Household Articles,301.37
2022,Oct,Actuals,Transportation,Public Transport,195.20
2022,Oct,Actuals,Utilities & Bills,Banking services & charges,11.48
2022,Oct,Actuals,Utilities & Bills,Broadband,89.62
2022,Oct,Actuals,Utilities & Bills,Energy,69.10
2022,Oct,Actuals,Utilities & Bills,Maintenance and repairs,482.24
2022,Oct,Actuals,Utilities & Bills,Moving,299.43
2022,Oct,Actuals,Utilities & Bills,Postal Charges,2.70
2022,Oct,Actuals,Utilities & Bills,Telephone & Mobile,15.50
2022,Oct,Actuals,Utilities & Bills,TV & Multimedia,28.68
2022,Oct,Actuals,Vacation & Travel,Accomodation,266.35
2022,Oct,Actuals,Vacation & Travel,Eat & Drink,456.60
2022,Oct,Actuals,Vacation & Travel,Flights & Rail,428.00
2022,Oct,Actuals,Vacation & Travel,Local transport,56.28
2022,Nov,Budget,Groceries,Groceries,550.00
2022,Nov,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Nov,Budget,Health,Medical Services,60.00
2022,Nov,Budget,Housing,Rent and mortgage interest,2680.00
2022,Nov,Budget,Other expenses,Other expenses,10.00
2022,Nov,Budget,Recreation,Bars & restaurants,255.00
2022,Nov,Budget,Recreation,Going out,10.00
2022,Nov,Budget,Recreation,Personal Care,10.00
2022,Nov,Budget,Recreation,Races,45.00
2022,Nov,Budget,Shopping,Books & literature,10.00
2022,Nov,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Nov,Budget,Shopping,Electronics & Appliances,50.00
2022,Nov,Budget,Shopping,Furniture,50.00
2022,Nov,Budget,Shopping,Gifts,150.00
2022,Nov,Budget,Shopping,Household Articles,25.00
2022,Nov,Budget,Shopping,Sport and recreation equipment,25.00
2022,Nov,Budget,Transportation,Fuel,40.00
2022,Nov,Budget,Transportation,Leasing Costs,0.00
2022,Nov,Budget,Transportation,Parking Charges,0.00
2022,Nov,Budget,Transportation,Public Transport,325.00
2022,Nov,Budget,Transportation,Taxes and Fines,0.00
2022,Nov,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Nov,Budget,Utilities & Bills,Broadband,82.89
2022,Nov,Budget,Utilities & Bills,Energy,95.00
2022,Nov,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Nov,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Nov,Budget,Utilities & Bills,Moving,50.00
2022,Nov,Budget,Utilities & Bills,Postal Charges,5.00
2022,Nov,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Nov,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Nov,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Nov,Actuals,Groceries,Groceries,404.74
2022,Nov,Actuals,Health,Drugs and pharmaceuticals,2.60
2022,Nov,Actuals,Housing,Rent and mortgage interest,2880.00
2022,Nov,Actuals,Recreation,Bars & restaurants,145.02
2022,Nov,Actuals,Recreation,Lunch - Work,30.60
2022,Nov,Actuals,Recreation,Personal Care,19.68
2022,Nov,Actuals,Shopping,"Clothing, shoes & accessories",884.02
2022,Nov,Actuals,Shopping,Furniture,806.56
2022,Nov,Actuals,Shopping,Gifts,145.99
2022,Nov,Actuals,Shopping,Household Articles,71.65
2022,Nov,Actuals,Transportation,Leasing Costs,351.59
2022,Nov,Actuals,Transportation,Public Transport,125.10
2022,Nov,Actuals,Transportation,Vehicle purchase costs,32.25
2022,Nov,Actuals,Utilities & Bills,Broadband,89.40
2022,Nov,Actuals,Utilities & Bills,Maintenance and repairs,752.47
2022,Nov,Actuals,Utilities & Bills,Telephone & Mobile,15.39
2022,Nov,Actuals,Utilities & Bills,TV & Multimedia,28.48
2022,Nov,Actuals,Vacation & Travel,Admission & Tickets,57.92
2022,Nov,Actuals,Vacation & Travel,Eat & Drink,1213.31
2022,Nov,Actuals,Vacation & Travel,Flights & Rail,838.30
2022,Nov,Actuals,Vacation & Travel,Local transport,142.50
2022,Nov,Actuals,Vacation & Travel,Miscellaneous,-143.90
2022,Nov,Actuals,Vacation & Travel,Roaming Charges,7.73
2022,Dec,Budget,Groceries,Groceries,550.00
2022,Dec,Budget,Health,Drugs and pharmaceuticals,5.00
2022,Dec,Budget,Health,Medical Services,60.00
2022,Dec,Budget,Housing,Rent and mortgage interest,2680.00
2022,Dec,Budget,Other expenses,Other expenses,10.00
2022,Dec,Budget,Recreation,Bars & restaurants,255.00
2022,Dec,Budget,Recreation,Fitness centre,850.00
2022,Dec,Budget,Recreation,Going out,10.00
2022,Dec,Budget,Recreation,Personal Care,10.00
2022,Dec,Budget,Recreation,Races,45.00
2022,Dec,Budget,Recreation,Training & further education,0.00
2022,Dec,Budget,Shopping,Books & literature,10.00
2022,Dec,Budget,Shopping,"Clothing, shoes & accessories",175.00
2022,Dec,Budget,Shopping,Electronics & Appliances,50.00
2022,Dec,Budget,Shopping,Furniture,50.00
2022,Dec,Budget,Shopping,Gifts,150.00
2022,Dec,Budget,Shopping,Household Articles,25.00
2022,Dec,Budget,Shopping,Sport and recreation equipment,25.00
2022,Dec,Budget,Transportation,Fuel,40.00
2022,Dec,Budget,Transportation,Leasing Costs,0.00
2022,Dec,Budget,Transportation,Parking Charges,0.00
2022,Dec,Budget,Transportation,Public Transport,325.00
2022,Dec,Budget,Transportation,Taxes and Fines,0.00
2022,Dec,Budget,Utilities & Bills,Banking services & charges,0.00
2022,Dec,Budget,Utilities & Bills,Broadband,82.89
2022,Dec,Budget,Utilities & Bills,Energy,95.00
2022,Dec,Budget,Utilities & Bills,Maintenance and repairs,10.00
2022,Dec,Budget,Utilities & Bills,Misc. Fees,10.00
2022,Dec,Budget,Utilities & Bills,Moving,50.00
2022,Dec,Budget,Utilities & Bills,Postal Charges,5.00
2022,Dec,Budget,Utilities & Bills,Telephone & Mobile,20.00
2022,Dec,Budget,Utilities & Bills,TV & Multimedia,34.00
2022,Dec,Budget,Vacation & Travel,Vacation & Travel,1000.00
2022,Dec,Actuals,Groceries,Groceries,935.34
2022,Dec,Actuals,Health,Drugs and pharmaceuticals,3.50
2022,Dec,Actuals,Health,Health Insurance,495.00
2022,Dec,Actuals,Housing,Rent and mortgage interest,2680.00
2022,Dec,Actuals,Other expenses,Cash Withdrawls,72.36
2022,Dec,Actuals,Recreation,Bars & restaurants,707.70
2022,Dec,Actuals,Recreation,Fitness centre,790.00
2022,Dec,Actuals,Recreation,Lunch - Work,11.20
2022,Dec,Actuals,Shopping,"Clothing, shoes & accessories",29.95
2022,Dec,Actuals,Shopping,Furniture,96.10
2022,Dec,Actuals,Shopping,Household Articles,28.57
2022,Dec,Actuals,Transportation,Fuel,145.09
2022,Dec,Actuals,Transportation,Parking Charges,40.25
2022,Dec,Actuals,Transportation,Public Transport,417.84
2022,Dec,Actuals,Transportation,Taxes and Fines,40.00
2022,Dec,Actuals,Utilities & Bills,Broadband,83.18
2022,Dec,Actuals,Utilities & Bills,Energy,63.35
2022,Dec,Actuals,Utilities & Bills,Maintenance and repairs,45.04
2022,Dec,Actuals,Utilities & Bills,Telephone & Mobile,15.10
2022,Dec,Actuals,Utilities & Bills,TV & Multimedia,362.93
2022,Dec,Actuals,Vacation & Travel,Eat & Drink,83.69
2022,Dec,Actuals,Vacation & Travel,Flights & Rail,234.15
2022,Dec,Actuals,Vacation & Travel,Local transport,-1.96
2023,Jan,Budget,Groceries,Groceries,550.00
2023,Jan,Budget,Health,Drugs and pharmaceuticals,5.00
2023,Jan,Budget,Health,Health Insurance,6650.00
2023,Jan,Budget,Health,Medical Services,60.00
2023,Jan,Budget,Housing,Rent and mortgage interest,2680.00
2023,Jan,Budget,Other expenses,Other expenses,10.00
2023,Jan,Budget,Recreation,Bars & restaurants,255.00
2023,Jan,Budget,Recreation,Going out,10.00
2023,Jan,Budget,Recreation,Personal Care,10.00
2023,Jan,Budget,Recreation,Races,45.00
2023,Jan,Budget,Shopping,Books & literature,10.00
2023,Jan,Budget,Shopping,"Clothing, shoes & accessories",175.00
2023,Jan,Budget,Shopping,Electronics & Appliances,50.00
2023,Jan,Budget,Shopping,Furniture,50.00
2023,Jan,Budget,Shopping,Gifts,150.00
2023,Jan,Budget,Shopping,Household Articles,25.00
2023,Jan,Budget,Shopping,Sport and recreation equipment,25.00
2023,Jan,Budget,Transportation,Car Insurance,1000.00
2023,Jan,Budget,Transportation,Fuel,40.00
2023,Jan,Budget,Transportation,Leasing Costs,264.70
2023,Jan,Budget,Transportation,Parking Charges,7.50
2023,Jan,Budget,Transportation,Public Transport,325.00
2023,Jan,Budget,Transportation,Taxes and Fines,35.00
2023,Jan,Budget,Transportation,Vehicle purchase costs,2500.00
2023,Jan,Budget,Utilities & Bills,Banking services & charges,15.00
2023,Jan,Budget,Utilities & Bills,Broadband,82.89
2023,Jan,Budget,Utilities & Bills,Energy,75.00
2023,Jan,Budget,Utilities & Bills,Maintenance and repairs,10.00
2023,Jan,Budget,Utilities & Bills,Misc. Fees,10.00
2023,Jan,Budget,Utilities & Bills,Moving,50.00
2023,Jan,Budget,Utilities & Bills,Postal Charges,5.00
2023,Jan,Budget,Utilities & Bills,Telephone & Mobile,20.00
2023,Jan,Budget,Utilities & Bills,TV & Multimedia,369.00
2023,Jan,Budget,Vacation & Travel,Vacation & Travel,1500.00
2023,Jan,Actuals,Groceries,Groceries,518.10
2023,Jan,Actuals,Health,Health Insurance,503.40
2023,Jan,Actuals,Housing,Rent and mortgage interest,2680.00
2023,Jan,Actuals,Other expenses,Cash Withdrawls,75.12
2023,Jan,Actuals,Recreation,Bars & restaurants,73.40
2023,Jan,Actuals,Recreation,Going out,41.00
2023,Jan,Actuals,Recreation,Lunch - Work,10.70
2023,Jan,Actuals,Recreation,Races,186.90
2023,Jan,Actuals,Shopping,"Clothing, shoes & accessories",42.00
2023,Jan,Actuals,Transportation,Leasing Costs,263.70
2023,Jan,Actuals,Transportation,Parking Charges,11.40
2023,Jan,Actuals,Transportation,Public Transport,166.40
2023,Jan,Actuals,Transportation,Vehicle purchase costs,2500.00
2023,Jan,Actuals,Utilities & Bills,Banking services & charges,5.00
2023,Jan,Actuals,Utilities & Bills,Broadband,61.61
2023,Jan,Actuals,Utilities & Bills,Telephone & Mobile,15.24
2023,Jan,Actuals,Utilities & Bills,TV & Multimedia,28.19
2023,Feb,Budget,Groceries,Groceries,550.00
2023,Feb,Budget,Health,Drugs and pharmaceuticals,5.00
2023,Feb,Budget,Health,Medical Services,60.00
2023,Feb,Budget,Housing,Rent and mortgage interest,2680.00
2023,Feb,Budget,Other expenses,Other expenses,10.00
2023,Feb,Budget,Recreation,Bars & restaurants,255.00
2023,Feb,Budget,Recreation,Going out,10.00
2023,Feb,Budget,Recreation,Personal Care,10.00
2023,Feb,Budget,Recreation,Races,45.00
2023,Feb,Budget,Shopping,Books & literature,10.00
2023,Feb,Budget,Shopping,"Clothing, shoes & accessories",175.00
2023,Feb,Budget,Shopping,Electronics & Appliances,50.00
2023,Feb,Budget,Shopping,Furniture,50.00
2023,Feb,Budget,Shopping,Gifts,150.00
2023,Feb,Budget,Shopping,Household Articles,25.00
2023,Feb,Budget,Shopping,Sport and recreation equipment,25.00
2023,Feb,Budget,Transportation,Fuel,40.00
2023,Feb,Budget,Transportation,Leasing Costs,264.70
2023,Feb,Budget,Transportation,Parking Charges,7.50
2023,Feb,Budget,Transportation,Public Transport,325.00
2023,Feb,Budget,Transportation,Taxes and Fines,35.00
2023,Feb,Budget,Utilities & Bills,Banking services & charges,15.00
2023,Feb,Budget,Utilities & Bills,Broadband,82.89
2023,Feb,Budget,Utilities & Bills,Energy,75.00
2023,Feb,Budget,Utilities & Bills,Maintenance and repairs,10.00
2023,Feb,Budget,Utilities & Bills,Misc. Fees,10.00
2023,Feb,Budget,Utilities & Bills,Moving,50.00
2023,Feb,Budget,Utilities & Bills,Postal Charges,5.00
2023,Feb,Budget,Utilities & Bills,Telephone & Mobile,20.00
2023,Feb,Budget,Utilities & Bills,TV & Multimedia,34.00
2023,Feb,Budget,Vacation & Travel,Vacation & Travel,1500.00
2023,Feb,Actuals,Groceries,Groceries,673.90
2023,Feb,Actuals,Health,Health Insurance,503.40
2023,Feb,Actuals,Health,Medical Services,10.00
2023,Feb,Actuals,Housing,Rent and mortgage interest,2680.00
2023,Feb,Actuals,Recreation,Bars & restaurants,145.60
2023,Feb,Actuals,Recreation,Lunch - Work,10.00
2023,Feb,Actuals,Shopping,"Clothing, shoes & accessories",143.81
2023,Feb,Actuals,Shopping,Household Articles,20.40
2023,Feb,Actuals,Transportation,Leasing Costs,263.70
2023,Feb,Actuals,Transportation,Parking Charges,3.40
2023,Feb,Actuals,Transportation,Public Transport,88.80
2023,Feb,Actuals,Transportation,Taxes and Fines,597.10
2023,Feb,Actuals,Utilities & Bills,Broadband,120.42
2023,Feb,Actuals,Utilities & Bills,Energy,134.25
2023,Feb,Actuals,Utilities & Bills,Postal Charges,1.20
2023,Feb,Actuals,Utilities & Bills,Telephone & Mobile,15.29
2023,Feb,Actuals,Utilities & Bills,TV & Multimedia,28.29
2023,Feb,Actuals,Vacation & Travel,Eat & Drink,270.50
2023,Feb,Actuals,Vacation & Travel,Local transport,108.85
2023,Mar,Budget,Groceries,Groceries,550.00
2023,Mar,Budget,Health,Drugs and pharmaceuticals,5.00
2023,Mar,Budget,Health,Medical Services,60.00
2023,Mar,Budget,Housing,Rent and mortgage interest,2680.00
2023,Mar,Budget,Other expenses,Other expenses,10.00
2023,Mar,Budget,Recreation,Bars & restaurants,255.00
2023,Mar,Budget,Recreation,Going out,10.00
2023,Mar,Budget,Recreation,Personal Care,10.00
2023,Mar,Budget,Recreation,Races,45.00
2023,Mar,Budget,Shopping,Books & literature,10.00
2023,Mar,Budget,Shopping,"Clothing, shoes & accessories",175.00
2023,Mar,Budget,Shopping,Electronics & Appliances,50.00
2023,Mar,Budget,Shopping,Furniture,50.00
2023,Mar,Budget,Shopping,Gifts,150.00
2023,Mar,Budget,Shopping,Household Articles,25.00
2023,Mar,Budget,Shopping,Sport and recreation equipment,25.00
2023,Mar,Budget,Transportation,Fuel,40.00
2023,Mar,Budget,Transportation,Leasing Costs,264.70
2023,Mar,Budget,Transportation,Parking Charges,7.50
2023,Mar,Budget,Transportation,Public Transport,325.00
2023,Mar,Budget,Transportation,Taxes and Fines,35.00
2023,Mar,Budget,Utilities & Bills,Banking services & charges,15.00
2023,Mar,Budget,Utilities & Bills,Broadband,82.89
2023,Mar,Budget,Utilities & Bills,Energy,75.00
2023,Mar,Budget,Utilities & Bills,Maintenance and repairs,10.00
2023,Mar,Budget,Utilities & Bills,Misc. Fees,10.00
2023,Mar,Budget,Utilities & Bills,Moving,50.00
2023,Mar,Budget,Utilities & Bills,Postal Charges,5.00
2023,Mar,Budget,Utilities & Bills,Telephone & Mobile,20.00
2023,Mar,Budget,Utilities & Bills,TV & Multimedia,34.00
2023,Mar,Budget,Vacation & Travel,Vacation & Travel,1500.00
2023,Mar,Actuals,Groceries,Groceries,360.56
2023,Mar,Actuals,Health,Drugs and pharmaceuticals,3.50
2023,Mar,Actuals,Health,Health Insurance,503.40
2023,Mar,Actuals,Housing,Rent and mortgage interest,2680.00
2023,Mar,Actuals,Recreation,Bars & restaurants,292.50
2023,Mar,Actuals,Shopping,"Clothing, shoes & accessories",601.77
2023,Mar,Actuals,Shopping,Gifts,49.58
2023,Mar,Actuals,Shopping,Household Articles,25.11
2023,Mar,Actuals,Transportation,Car Insurance,1083.40
2023,Mar,Actuals,Transportation,Fuel,82.36
